iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
VUT,Oceania,Vanuatu,2024-01-09,12019.0,0.0,0.0,14.0,0.0,0.0,38391.76,0.0,0.0,44.72,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66,23.1,4.39,2.62,2921.91,13.2,546.3,12.02,2.8,34.5,25.21,,70.47,0.61,326744,,,,
SYC,Africa,Seychelles,2021-05-18,9543.0,0.0,195.86,35.0,0.0,1.0,76020.45,0.0,1560.22,278.81,0.0,7.97,1.09,,,,,,,,,,,,,,,,,,132161.0,70126.0,62035.0,,,200.0,123.36,65.46,57.9,,1867.0,84.0,0.08,69.44,208.35,36.2,8.61,5.59,26382.29,1.1,242.65,10.55,7.1,35.7,,3.6,73.4,0.8,107135,,,,
COK,Oceania,Cook Islands,2023-04-21,7055.0,0.0,0.71,2.0,0.0,0.0,478402.38,0.0,48.44,135.62,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25,,17032,,,,
VUT,Oceania,Vanuatu,2021-11-08,5.0,0.0,0.0,0.0,0.0,0.0,15.97,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,114912.0,80551.0,34361.0,,,1414.0,35.17,24.65,10.52,,4328.0,1182.0,0.36,19.44,22.66,23.1,4.39,2.62,2921.91,13.2,546.3,12.02,2.8,34.5,25.21,,70.47,0.61,326744,,,,
OWID_EUN,,European Union (27),2022-10-19,169589324.0,0.0,235514.0,1165559.0,0.0,573.29,377609.1,0.0,524.4,2595.24,0.0,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450146793,,,,
VCT,North America,Saint Vincent and the Grenadines,2021-06-15,2101.0,0.0,4.71,12.0,0.0,0.0,20585.53,0.0,46.19,117.58,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,23087.0,,,,,103.0,22.21,,,,991.0,15.0,0.01,,281.79,31.8,7.72,4.83,10727.15,,252.68,11.62,,,,2.6,72.53,0.74,103959,,,,
OWID_EUN,,European Union (27),2021-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249404623.0,170589526.0,81344937.0,122900.0,1933584.0,3396576.0,55.41,37.9,18.07,0.03,7545.0,1786770.0,0.4,,,,,,,,,,,,,,,,450146793,,,,
ITA,Europe,Italy,2022-08-15,21480076.0,0.0,27615.0,173982.0,0.0,131.43,360288.47,0.0,463.19,2918.23,0.0,2.2,0.68,301.0,5.1,7805.0,132.2,194.0,3.29,3073.0,52.05,,,,,,,,,,140180362.0,50901029.0,47914992.0,42872598.0,197.0,19817.0,237.44,86.22,81.16,72.62,336.0,244.0,0.0,19.22,205.86,47.9,23.02,16.24,35220.08,2.0,113.15,4.78,19.8,27.8,,3.18,83.51,0.89,59037472,,,,
VGB,North America,British Virgin Islands,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.97,,,,,,,13.67,,,,,79.07,,31332,,,,
OWID_LMC,,Lower-middle-income countries,2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4902082892.0,2265075387.0,2033445445.0,661278546.0,363419.0,335567.0,142.83,66.0,59.25,19.27,98.0,105002.0,0.0,,,,,,,,,,,,,,,,3432097300,,,,
CAN,North America,Canada,2024-06-05,4814744.0,0.0,193.0,55209.0,0.0,2.29,124023.38,0.0,4.97,1422.13,0.0,0.06,,,,,,,,,,,,,,,,,,,102728926.0,,,34774677.0,4527.0,7963.0,267.15,,,90.43,207.0,,,,4.04,41.4,16.98,10.8,44017.59,0.5,105.6,7.37,12.0,16.6,,2.5,82.43,0.93,38454328,,,,
FIN,Europe,Finland,2020-07-17,6877.0,0.0,7.43,304.0,0.0,0.14,1234.8,0.0,1.33,54.58,0.0,0.03,1.1,1.0,0.18,6.0,1.08,,,,,320852.0,5108.0,57.96,0.92,4227.0,0.76,0.0,1000.0,tests performed,,,,,,,,,,,,,,35.19,18.14,42.8,21.23,13.26,40585.72,,153.51,5.76,18.3,22.6,,3.28,81.91,0.94,5540745,,,,
SDN,Africa,Sudan,2021-06-11,36004.0,0.0,72.71,2697.0,0.0,9.57,729.07,0.0,1.47,54.61,0.0,0.19,0.77,,,,,,,,,,,,,,,,,,,,,,,12048.0,,,,,257.0,8180.0,0.02,62.04,23.26,19.7,3.55,2.03,4466.51,,431.39,15.67,,,23.44,0.8,65.31,0.51,46874200,,,,
NIU,Oceania,Niue,2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.71,,1952,,,,
YEM,Asia,Yemen,2022-06-21,11823.0,0.0,0.14,2149.0,0.0,0.0,309.32,0.0,0.0,56.22,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,,15.0,491.0,0.0,11.11,53.51,20.3,2.92,1.58,1479.15,18.8,495.0,5.35,7.6,29.2,49.54,0.7,66.12,0.47,33696612,,,,
ALB,Europe,Albania,2023-08-14,334090.0,0.0,0.0,3604.0,0.0,0.0,118152.58,0.0,0.0,1274.57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,8.0,2.0,0.0,,104.87,38.0,13.19,8.64,11803.43,1.1,304.2,10.08,7.1,51.2,,2.89,78.57,0.8,2842318,,,,
BGR,Europe,Bulgaria,2024-05-08,1329266.0,0.0,2.29,38700.0,0.0,0.0,194739.62,0.0,0.34,5669.61,0.0,0.0,,,,,,,,,,,,,,,,,,,4726472.0,,2078005.0,,2.0,1.0,69.69,,30.64,,0.0,,,,65.18,44.7,20.8,13.27,18563.31,1.5,424.69,5.81,30.1,44.4,,7.45,75.05,0.82,6781955,,,,
BIH,Europe,Bosnia and Herzegovina,2023-09-26,403136.0,0.0,2.71,16352.0,0.0,0.0,125791.12,0.0,0.85,5102.34,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,42.5,16.57,10.71,11713.9,0.2,329.64,10.08,30.2,47.7,97.16,3.5,77.4,0.78,3233530,,,,
FSM,Oceania,Micronesia (country),2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.78,23.0,4.81,2.39,3299.46,16.0,454.34,12.02,,,,,67.88,0.62,114178,,,,
PER,South America,Peru,2023-04-29,4499355.0,0.0,351.29,220073.0,0.0,11.71,134407.66,0.0,10.49,6574.16,0.0,0.35,,,,,,,,,,,,,,,,,,,89332195.0,30487980.0,28649632.0,30194583.0,25051.0,32610.0,262.36,89.54,84.14,88.68,958.0,3598.0,0.01,,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
MDA,Europe,Moldova,2020-10-26,71089.0,0.0,633.86,1678.0,0.0,14.29,23384.64,0.0,208.51,551.98,0.0,4.7,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,123.66,37.6,10.86,6.96,5189.97,0.2,408.5,5.72,5.9,44.6,86.98,5.8,71.9,0.75,3272993,,,,
BRA,South America,Brazil,2022-09-09,34456145.0,0.0,12462.29,684262.0,0.0,123.57,163837.83,0.0,59.26,3253.64,0.0,0.59,0.98,,,,,,,,,,,,,,,,,,471130593.0,186656503.0,171858625.0,118041839.0,187343.0,85996.0,218.81,86.69,79.82,54.82,399.0,14010.0,0.01,22.22,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,,2.2,75.88,0.76,215313504,,,,
REU,Africa,Reunion,2023-07-22,494595.0,0.0,0.0,921.0,0.0,0.0,567494.2,0.0,0.0,1056.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,6.84,,,,,,,,,80.48,,974062,,,,
SGP,Asia,Singapore,2021-03-04,59936.0,0.0,9.57,29.0,0.0,0.0,10608.36,0.0,1.69,5.13,0.0,0.0,1.06,,,,,,,,,,,,,,,,,,555236.0,340169.0,212174.0,,14173.0,14126.0,9.85,6.03,3.76,,2506.0,9687.0,0.17,50.93,7915.73,42.4,12.92,7.05,85535.38,,92.24,10.99,5.2,28.3,,2.4,83.62,0.94,5637022,,,,
NOR,Europe,Norway,2020-09-18,12244.0,0.0,106.71,265.0,0.0,0.14,2243.81,0.0,19.56,48.56,0.0,0.03,1.08,,,16.0,2.94,,,,,1039988.0,14156.0,192.48,2.62,14516.0,2.69,0.01,142.9,people tested,,,,,,,,,,,,,,37.96,14.46,39.7,16.82,10.81,64800.06,0.2,114.32,5.31,19.6,20.7,,3.6,82.4,0.96,5434324,,,,
SYC,Africa,Seychelles,2020-06-14,11.0,0.0,0.0,0.0,0.0,0.0,87.63,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,208.35,36.2,8.61,5.59,26382.29,1.1,242.65,10.55,7.1,35.7,,3.6,73.4,0.8,107135,,,,
GBR,Europe,United Kingdom,2021-08-13,6192737.0,0.0,27700.14,156912.0,0.0,93.0,90830.14,0.0,406.28,2301.46,0.0,1.36,1.01,892.0,13.21,5812.0,86.09,,,5547.0,82.17,244412538.0,856813.0,3632.71,12.74,789629.0,11.74,0.04,27.9,tests performed,87633456.0,47255842.0,40377614.0,,212075.0,202681.0,129.81,70.0,59.81,,3002.0,36719.0,0.05,43.98,272.9,40.8,18.52,12.53,39753.24,0.2,122.14,4.28,20.0,24.7,,2.54,81.32,0.93,67508936,,,,
TUN,Africa,Tunisia,2022-01-18,780746.0,0.0,5641.0,25777.0,0.0,17.43,64421.52,0.0,465.46,2126.93,0.0,1.44,1.49,,,,,,,,,,,,,29999.0,2.45,0.2,5.0,people tested,12573385.0,7050632.0,6132884.0,977123.0,20603.0,18217.0,101.76,57.06,49.63,7.91,1474.0,5546.0,0.04,53.28,74.23,32.7,8.0,5.08,10849.3,2.0,318.99,8.52,1.1,65.8,78.69,2.3,76.7,0.74,12356116,,,,
IRN,Asia,Iran,2024-05-26,7627863.0,0.0,0.0,146837.0,0.0,0.0,85204.44,0.0,0.0,1640.19,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.83,32.4,5.44,3.18,19082.62,0.2,270.31,9.59,0.8,21.1,,1.5,76.68,0.78,88550568,,,,
FSM,Oceania,Micronesia (country),2021-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.78,23.0,4.81,2.39,3299.46,16.0,454.34,12.02,,,,,67.88,0.62,114178,,,,
AFG,Asia,Afghanistan,2023-08-02,224224.0,0.0,27.71,7935.0,0.0,0.14,5525.64,0.0,0.68,195.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,17655.0,,,,,429.0,12709.0,0.03,,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
PSE,Asia,Palestine,2021-09-18,397573.0,0.0,2335.86,4067.0,0.0,11.29,74939.2,0.0,440.29,766.6,0.0,2.13,0.97,,,,,,,,,,11228.0,,2.19,10805.0,2.1,0.19,5.2,tests performed,,,,,,21047.0,,,,,4009.0,12534.0,0.24,87.04,778.2,20.4,3.04,1.73,4449.9,1.0,265.91,10.59,,,,,74.05,0.71,5250076,,,,
OWID_CYN,Asia,Northern Cyprus,2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,,,,,1711.0,46.0,0.01,,,,,,,,,,,,,,,,382836,,,,
MLT,Europe,Malta,2021-06-04,30699.0,0.0,4.14,434.0,0.0,0.29,58120.69,0.0,7.84,821.67,0.0,0.54,0.88,,,,,,,,,936409.0,2545.0,1777.72,4.83,2237.0,4.25,0.0,474.5,tests performed,546637.0,325511.0,230594.0,,5459.0,5332.0,102.5,61.04,43.24,,9998.0,1395.0,0.26,56.48,1454.04,42.4,19.43,11.32,36513.32,0.2,168.71,8.83,20.9,30.2,,4.49,82.53,0.9,533293,,,,
MAF,North America,Saint Martin (French part),2020-03-22,4.0,2.0,0.29,0.0,0.0,0.0,138.42,69.21,9.89,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.53,,,,,,,,,,,,82.08,,31816,,,,
BGR,Europe,Bulgaria,2022-04-11,1145143.0,0.0,670.0,36692.0,0.0,18.14,167765.31,0.0,98.16,5375.44,0.0,2.66,0.77,,,,,,,,,,,,,9147.0,1.33,0.07,14.5,tests performed,4363644.0,,2052505.0,732382.0,,1206.0,64.34,,30.26,10.8,178.0,163.0,0.0,13.89,65.18,44.7,20.8,13.27,18563.31,1.5,424.69,5.81,30.1,44.4,,7.45,75.05,0.82,6781955,,,,
THA,Asia,Thailand,2020-11-19,3874.0,0.0,5.29,60.0,0.0,0.0,54.0,0.0,0.07,0.84,0.0,0.0,1.13,,,,,,,,,1263203.0,2591.0,17.64,0.04,3401.0,0.05,0.0,661.3,tests performed,,,,,,,,,,,,,,47.22,135.13,40.1,11.37,6.89,16277.67,0.1,109.86,7.04,1.9,38.8,90.67,2.1,77.15,0.78,71697024,,,,
OWID_HIC,,High-income countries,2024-03-26,428560479.0,0.0,2476.29,2985684.0,0.0,148.14,351072.38,0.0,2.03,2445.84,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250514600,,,,
PAK,Asia,Pakistan,2022-09-24,1571732.0,0.0,111.43,30605.0,0.0,0.86,6449.44,0.0,0.46,125.58,0.0,0.0,0.72,,,,,,,,,,,,,,,,,,296111530.0,139356535.0,,43603347.0,159942.0,137929.0,125.56,59.09,,18.49,585.0,8763.0,0.0,40.55,255.57,23.5,4.5,2.78,5034.71,4.0,423.03,8.35,2.8,36.7,59.61,0.6,67.27,0.56,235824864,,,,
KAZ,Asia,Kazakhstan,2021-06-30,475039.0,0.0,1407.71,7666.0,0.0,11.43,23710.92,0.0,70.26,382.64,0.0,0.57,1.33,,,,,,,,,,,,,,,,,,5335768.0,3335172.0,2000596.0,,134601.0,103506.0,27.51,17.19,10.31,,5336.0,68274.0,0.35,65.74,6.68,30.6,6.99,4.62,24055.59,0.1,466.79,7.11,7.0,43.1,99.0,6.7,73.6,0.82,19397998,39466.4,19.76,18.47,2055.92
UKR,Europe,Ukraine,2022-03-02,4793201.0,0.0,14449.0,103384.0,0.0,186.0,116768.45,0.0,352.0,2518.56,0.0,4.53,0.7,,,,,,,,,,,,,,,,,,,,,,,8515.0,,,,,214.0,7364.0,0.02,32.52,77.39,41.4,16.46,11.13,7894.39,0.1,539.85,7.11,13.5,47.4,,8.8,72.06,0.78,39701744,,,,
COG,Africa,Congo,2020-05-18,410.0,0.0,17.57,14.0,0.0,0.71,67.94,0.0,2.91,2.32,0.0,0.12,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.41,15.4,19.0,3.4,2.06,4881.41,37.0,344.09,7.2,1.7,52.3,47.96,,64.57,0.57,5970430,,,,
SLV,North America,El Salvador,2020-06-10,2934.0,0.0,77.0,53.0,0.0,1.29,467.17,0.0,12.26,8.44,0.0,0.2,1.19,,,,,,,,,111138.0,2371.0,17.6,0.38,2407.0,0.38,0.04,28.6,tests performed,,,,,,,,,,,,,,96.3,307.81,27.6,8.27,5.42,7292.46,2.2,167.3,8.87,2.5,18.8,90.65,1.3,73.32,0.67,6336393,,,,
UGA,Africa,Uganda,2023-10-22,171888.0,5.0,0.71,3632.0,0.0,0.0,3633.02,0.11,0.02,76.77,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.76,16.4,2.17,1.31,1697.71,41.6,213.33,2.5,3.4,16.7,21.22,0.5,63.37,0.54,47249588,,,,
TON,Oceania,Tonga,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52,150.03,22.3,5.82,4.03,5425.62,,227.49,15.42,11.8,44.4,,2.6,70.91,0.72,106867,,,,
AUT,Europe,Austria,2020-04-02,4946.0,0.0,544.86,66.0,0.0,7.29,545.63,0.0,60.11,7.28,0.0,0.8,1.06,219.0,24.5,1042.0,116.56,,,,,92190.0,75356.0,10.33,8.45,,,,,tests performed,,,,,,,,,,,,,,81.48,106.75,44.4,19.2,13.75,45436.69,0.7,145.18,6.35,28.4,30.9,,7.37,81.54,0.92,8939617,,,,
MTQ,North America,Martinique,2021-10-01,40883.0,0.0,92.0,615.0,0.0,3.86,116988.73,0.0,263.26,1759.85,0.0,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,12.54,,,,,,,,,82.54,,367512,,,,
MSR,North America,Montserrat,2023-07-06,1403.0,0.0,0.0,8.0,0.0,0.0,313449.5,0.0,0.0,1787.31,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.16,,4413,,,,
POL,Europe,Poland,2022-10-19,6326617.0,0.0,1656.86,117899.0,0.0,20.57,164816.88,0.0,43.16,3071.43,0.0,0.54,0.67,,,,,,,,,,,,,,,,,,57223170.0,22795375.0,22568572.0,14688590.0,18703.0,17963.0,143.57,57.19,56.62,36.85,451.0,364.0,0.0,9.26,124.03,41.8,16.76,10.2,27216.44,,227.33,5.91,23.3,33.1,,6.62,78.73,0.88,39857144,,,,
LAO,Asia,Laos,2023-02-02,217962.0,0.0,2.86,671.0,0.0,0.0,28834.74,0.0,0.38,88.77,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.72,24.4,4.03,2.32,6397.36,22.7,368.11,4.0,7.3,51.2,49.84,1.5,67.92,0.61,7529477,,,,
NLD,Europe,Netherlands,2023-04-25,8613259.0,0.0,119.43,22986.0,0.0,0.0,481068.8,0.0,6.67,1283.82,0.0,0.0,,24.0,1.37,333.0,18.96,30.0,1.71,479.0,27.27,,,,,,,,,,,,,,,132.0,,,,,8.0,18.0,0.0,,508.54,43.2,18.78,11.88,48472.54,,109.36,5.29,24.4,27.3,,3.32,82.28,0.94,17564020,,,,
ISL,Europe,Iceland,2020-03-23,653.0,0.0,65.86,1.0,0.0,0.14,1716.76,0.0,173.14,2.63,0.0,0.38,1.53,,,,,,,,,10696.0,459.0,28.88,1.24,873.0,2.36,,,tests performed,,,,,,,,,,,,,,53.7,3.4,37.3,14.43,9.21,46482.96,0.2,117.99,5.31,14.3,15.2,,2.91,82.99,0.95,372903,,,,
BIH,Europe,Bosnia and Herzegovina,2024-05-14,403642.0,0.0,0.57,16388.0,0.0,0.0,125949.01,0.0,0.18,5113.57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,42.5,16.57,10.71,11713.9,0.2,329.64,10.08,30.2,47.7,97.16,3.5,77.4,0.78,3233530,,,,
WSM,Oceania,Samoa,2022-11-29,16255.0,0.0,0.43,29.0,0.0,0.0,75510.17,0.0,1.99,134.72,0.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,45.0,1.0,0.0,,69.41,22.0,5.61,3.56,6021.56,,348.98,9.21,16.7,38.1,,,73.32,0.72,222390,,,,
NRU,Oceania,Nauru,2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,158.0,1.0,0.01,,682.45,,,,12895.64,,,24.07,43.0,36.9,,5.0,59.96,,12691,,,,
ETH,Africa,Ethiopia,2024-04-18,501163.0,0.0,0.14,7574.0,0.0,0.0,3997.02,0.0,0.0,60.41,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.96,19.8,3.53,2.06,1729.93,26.7,182.63,7.47,0.4,8.5,7.96,0.3,66.6,0.48,123379928,,,,
DOM,North America,Dominican Republic,2022-08-25,636416.0,0.0,221.43,4384.0,0.0,0.0,56667.36,0.0,19.72,390.36,0.0,0.0,0.78,,,,,,,,,,,,,,,,,,15952103.0,7267749.0,6030450.0,2438334.0,,2683.0,142.06,64.72,53.71,21.71,239.0,470.0,0.0,5.56,222.87,27.6,6.98,4.42,14600.86,1.6,266.65,8.2,8.5,19.1,55.18,1.6,74.08,0.76,11228821,,,,
TUN,Africa,Tunisia,2024-01-14,1153361.0,0.0,0.0,29423.0,0.0,0.0,95167.02,0.0,0.0,2427.77,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.23,32.7,8.0,5.08,10849.3,2.0,318.99,8.52,1.1,65.8,78.69,2.3,76.7,0.74,12356116,,,,
KWT,Asia,Kuwait,2023-09-12,666206.0,0.0,7.57,2570.0,0.0,0.0,145158.3,0.0,1.65,559.97,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,2.0,0.0,,232.13,33.7,2.35,1.11,65530.54,,132.24,15.84,2.7,37.0,,2.0,75.49,0.81,4268886,,,,
IRL,Europe,Ireland,2021-12-07,588008.0,0.0,4563.43,5875.0,0.0,9.57,115069.77,0.0,893.04,1149.7,0.0,1.87,1.02,,,,,,,,,9218646.0,29981.0,1848.71,6.01,32715.0,6.56,0.14,7.1,tests performed,8616973.0,3918767.0,3857258.0,1082125.0,30478.0,31886.0,171.55,78.01,76.79,21.54,6348.0,1120.0,0.02,42.89,69.87,38.7,13.93,8.68,67335.29,0.2,126.46,3.28,23.0,25.7,,2.96,82.3,0.96,5023108,,,,
LVA,Europe,Latvia,2024-07-06,977765.0,0.0,0.0,7475.0,0.0,0.0,519795.25,0.0,0.0,3973.83,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.21,43.9,19.75,14.14,25063.85,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.87,1850654,,,,
QAT,Asia,Qatar,2023-03-31,497912.0,0.0,293.71,688.0,0.0,0.0,172141.06,0.0,101.54,237.86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,9.0,7.0,0.0,,227.32,31.9,1.31,0.62,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.85,2695131,1532.2,21.16,27.46,564.06
PRK,Asia,North Korea,2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,203.0,0.01,,,samples tested,,,,,,,,,,,,,,,211.7,35.3,9.49,6.14,,,321.68,4.0,,,,13.2,72.27,,26069416,,,,
VGB,North America,British Virgin Islands,2023-10-27,7398.0,0.0,0.71,64.0,0.0,0.0,192937.62,0.0,18.63,1669.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.97,,,,,,,13.67,,,,,79.07,,31332,,,,
PER,South America,Peru,2023-03-25,4489147.0,0.0,170.14,219637.0,0.0,10.71,134102.72,0.0,5.08,6561.14,0.0,0.32,,,,,,,,,,,,,,,,,,,88588578.0,30412832.0,28591412.0,29584334.0,20328.0,21701.0,260.18,89.32,83.97,86.89,637.0,1892.0,0.01,,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
CZE,Europe,Czechia,2021-12-21,2442721.0,0.0,10117.0,35461.0,0.0,110.71,228864.58,0.0,947.89,3322.43,0.0,10.37,0.82,855.0,81.47,4908.0,467.7,280.0,26.68,3334.0,317.71,46561429.0,104915.0,4429.89,9.98,88878.0,8.46,0.1,10.3,tests performed,15118496.0,6804261.0,6610120.0,2107510.0,87788.0,73912.0,144.07,64.84,62.99,20.08,7043.0,5479.0,0.05,39.64,137.18,43.3,19.03,11.58,32605.91,,227.48,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
TKL,Oceania,Tokelau,2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,17961.0,17.0,0.9,,,,,,,,,,,,,,81.86,,1893,,,,
OWID_WRL,,World,2021-09-25,228070078.0,0.0,526539.29,4742138.0,0.0,8697.14,28547.12,0.0,65.91,593.57,0.0,1.09,0.92,,,,,,,,,,,,,,,,,,6149968909.0,3511125654.0,2571781593.0,31675538.0,23853382.0,28467585.0,77.11,44.03,32.25,0.4,3570.0,15153471.0,0.19,,58.04,30.9,8.7,5.36,15469.21,10.0,233.07,8.51,6.43,34.64,60.13,2.7,72.58,0.74,7975105024,,,,
TKL,Oceania,Tokelau,2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1057.0,1.0,0.05,,,,,,,,,,,,,,81.86,,1893,,,,
MTQ,North America,Martinique,2020-05-09,180.0,0.0,1.43,14.0,0.0,0.0,515.08,0.0,4.09,40.06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,12.54,,,,,,,,,82.54,,367512,,,,
BLZ,North America,Belize,2022-03-13,57034.0,158.0,22.57,652.0,1.0,0.14,141614.6,392.31,56.04,1618.91,2.48,0.36,0.61,,,,,,,,,,,,,719.0,1.8,0.03,31.9,tests performed,,,,,,306.0,,,,,755.0,55.0,0.01,47.2,16.43,25.0,3.85,2.28,7824.36,,176.96,17.11,,,90.08,1.3,74.62,0.72,405285,,,,
COM,Africa,Comoros,2020-07-20,264.0,0.0,2.43,7.0,0.0,0.0,316.47,0.0,2.91,8.39,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.35,20.4,2.96,1.73,1413.89,18.1,261.52,11.88,4.4,23.6,15.57,2.2,64.32,0.55,836783,,,,
BWA,Africa,Botswana,2023-02-14,329675.0,0.0,11.43,2795.0,0.0,0.14,135118.52,0.0,4.68,1145.54,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,16354.0,0.62,,4.04,25.8,3.94,2.24,15807.37,,237.37,4.81,5.7,34.4,,1.8,69.59,0.74,2630300,,,,
